id,name,phone_number,places,type,sponsor_id,sponsor_name,street,zip_code,lat,lon,planning_area_id
6100430,EKT Schlachtensee,+49308039444,16,Reguläre Einrichtung,951,EKT - Schlachtensee e. V.,Wasgenstr. 75,14129,52.4289432,13.2156710,06400737
6100450,Kita Ahörnchen,+49308016715,67,Reguläre Einrichtung,1247,Mittelhof e.V.,Ahornstr. 1,14163,52.4348342,13.2525024,06300526
6100460,Kinderbetreuung Lützelsteiner Weg,+493083409001,66,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Lützelsteiner Weg 23,14195,52.4460175,13.2709611,06400843
6100470,Kita Kaiserstuhl,+49308032867,61,Reguläre Einrichtung,1247,Mittelhof e.V.,Kaiserstuhlstr. 25,14129,52.4368101,13.2134891,06400737
6100480,Kita Königskinder,+49308018457,50,Reguläre Einrichtung,1247,Mittelhof e.V.,Königstr. 43A,14163,52.4342861,13.2553913,06300526
6100490,Kita Teltower Rübchen und Gänseblümchen,+49308021201,95,Reguläre Einrichtung,1247,Mittelhof e.V.,Hohenzollernstr. 4,14163,52.4327746,13.2546522,06300526
6100500,Kita Ev. Luth. St.Marien-Gem.,+493080903014,20,Reguläre Einrichtung,1218,Evangelisch-lutherische Marien-Gemeinde zu Berlin-Zehlendorf,Riemeisterstr. 10,14169,52.4405154,13.2614968,06400841
6100530,Waldorf-Kindergarten Zehlendorf,+49308017921,120,Reguläre Einrichtung,1270,Waldorf-Kindergarten Zehlendorf e.V.,Lindenthaler Allee 14,14163,52.4350397,13.2305332,06400839
6100540,"Kita ""Markgrafen""",+493084118246,95,Reguläre Einrichtung,1247,Mittelhof e.V.,Markgrafenstr. 8,14163,52.4333430,13.2546033,06300526
6100550,Kita Thomas-Haus Berlin,+49308326453,45,Heilpädagogische Gruppe,1258,Thomas-Haus Berlin e.V.,Peter-Lenné-Str. 42,14195,52.4589868,13.3013780,06400844
6100560,Kita Tietzenweg,+493028700898,50,Reguläre Einrichtung,1335,tandem BTL gGmbH,Tietzenweg 13,12203,52.4463754,13.3012364,06300629
6100630,Kita Mörchinger Str. 41/Kitas Süd-West,+4930290276560,118,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Mörchinger Str. 41,14169,52.4387267,13.2796092,06300527
6100640,Kita Montessori Preschool,+493081496630,22,Reguläre Einrichtung,1279,Montessori-Verein Berlin-Dahlem e.V.,Taylorstr. 15,14195,52.4554297,13.2675913,06400842
6100670,Kita Flanaganstr. 45/Kitas Süd-West,+4930290276500,207,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Flanaganstr. 45,14195,52.4566667,13.2722483,06400842
6100680,Montessori-Kinderhaus Lissabonallee,+493080587208,135,Reguläre Einrichtung,1260,Unionhilfswerk Sozialeinrichtungen gemeinnützige Gesellschaft mbH,Lissabonallee 28,14163,52.4262780,13.2268967,06400736
6100780,Kita Lucky Kids,+493080496270,62,Reguläre Einrichtung,688,John F. Kennedy Friendship Center e.V.,Von-Luck-Str. 24,14129,52.4316392,13.2046515,06400737
6100800,EKT Giardino dei Bambini,+49306752100,20,Reguläre Einrichtung,1157,Giardino dei Bambini e. V.,Normannenstr. 1,14129,52.4307808,13.1953396,06400737
6100820,Kindergarten Emil Molt,+493024358667,54,Reguläre Einrichtung,9289,EMIL MOLT SCHULE gGmbH,Teltower Damm 191,14167,52.4171594,13.2668229,06300528
6100830,Kinderhaus Tom-Sawyer,+493081003610,108,Reguläre Einrichtung,1260,Unionhilfswerk Sozialeinrichtungen gemeinnützige Gesellschaft mbH,Tom-Sawyer-Weg 5,14169,52.4534228,13.2670387,06400842
6100850,Internationale Kita unter den Kastanien,+493022320432,128,Reguläre Einrichtung,1247,Mittelhof e.V.,Brittendorfer Weg 16C,14167,52.4367781,13.2771267,06300527
6100860,Kita Breitensteinweg,+493084591871,110,Reguläre Einrichtung,1249,Nachbarschaftsheim Schöneberg e.V.,Breitensteinweg 33,14165,52.4105698,13.2573552,06300525
6100880,Kita der Ev. Kirchengemeinde Wannsee,+493080109762,45,Reguläre Einrichtung,471,Ev. Kirchengemeinde Berlin Wannsee,Schuchardtweg 5,14109,52.4188529,13.1448158,06400735
6100890,Kindergarten der Rudolf-Steiner-Schule,+493083009132,86,Reguläre Einrichtung,682,Rudolf Steiner Schule Berlin e.V.,Clayallee 118,14195,52.4575132,13.2746172,06400844
6100930,Waldkindergarten am Löwen,+493017681751568,21,Reguläre Einrichtung,7384,Waldkindergarten am Löwen gGmbH,Zum Heckeshorn 33,14109,52.4306642,13.1609936,06400735
6100940,Kita Mc Nair,+4930847883910,150,Reguläre Einrichtung,1249,Nachbarschaftsheim Schöneberg e.V.,Harry-S.-Truman-Allee 1,14167,52.4209616,13.2827010,06300632
6100950,Kinderhaus Waldfriede,+493081488680,65,Reguläre Einrichtung,7394,Advent-Wohlfahrtswerk e.V.,Wilskistr. 55,14163,52.4481930,13.2502166,06400840
6100960,Kiddies Daycare,+4930+493081488424,30,Reguläre Einrichtung,8794,Berlin Modern Family BMF gGmbH,Wilskistr. 36,14169,52.4494932,13.2548433,06400840
6100970,PHORMinis Berlin Süd,+493091684990,150,Reguläre Einrichtung,7387,PHORMS Berlin gemeinnützige GmbH,Harry-S.-Truman-Allee 3A,14167,52.4204375,13.2842567,06300632
6100990,Kiddies Dayschool,+4930+493088669174,22,Reguläre Einrichtung,8794,Berlin Modern Family BMF gGmbH,Wilskistr. 20,14169,52.4500780,13.2579797,06400840
6101010,Klax Kindergarten Wellenkids,+4930755459343,80,Reguläre Einrichtung,1214,KLAX Berlin gGmbH,Clayallee 328,14169,52.4381847,13.2626537,06400841
6101030,Kiddies International,+493084722103,113,Reguläre Einrichtung,7527,Campus für Generationen gGmbH,Clayallee 225K,14195,52.4486768,13.2687864,06400842
6101060,Kita am Jägerhof,+4930+493080587122,60,Reguläre Einrichtung,8122,Natur Jägerhof gGmbH,Königstr. 35C,14109,52.4140446,13.1006790,06400735
6101080,Kita Kiddies Nature,+4930+493080482290,43,Reguläre Einrichtung,8122,Natur Jägerhof gGmbH,Fischerhüttenstr. 19,14163,52.4369108,13.2537502,06400839
6101090,Kita adagio,+493012086311,150,Reguläre Einrichtung,7388,Cheburashka gGmbH,Forststr. 4,14163,52.4349292,13.2452592,06400839
6101150,Montessori Kinderhaus Wannsee,+4930233264030,30,Reguläre Einrichtung,8066,Montessori und Friends Education gGmbH,Zum Heckeshorn 40,14109,52.4310634,13.1619758,06400735
6101210,Villa Papillon,+493088621346,85,Reguläre Einrichtung,8394,Papillon Kindertagesstätten gGmbH,Hechtgraben 6,14195,52.4571885,13.2951300,06400843
6101230,Kiddies International II,+493081093729,66,Reguläre Einrichtung,7527,Campus für Generationen gGmbH,Clayallee 169,14195,52.4526282,13.2708611,06400842
6101240,Lummerland und Wilde 13,+4930235999490,100,Reguläre Einrichtung,1214,KLAX Berlin gGmbH,Robert-W.-Kempner-Str. 1,14167,52.4359131,13.2802131,06300527
6101250,Gemeinschaftsunterkunft Dahlemer Weg (nur Sprachförderung),+493017645950544,25,Sprachförderung,8568,Edusation - gemeinnützige Gesellschaft für Integration und Sprachförderung mbH,Dahlemer Weg 58,14167,52.4341458,13.2798729,06300527
6101260,Berliner Sterne 2,+493053143618,35,Reguläre Einrichtung,8711,Berliner Sterne gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Beerenstr. 12A,14163,52.4361990,13.2462386,06400839
6101270,Zehlendorfer Teddys Sachtlebenstr.,+493026077742,50,Reguläre Einrichtung,8733,GKJ-Berlin gemeinnützige Gesellschaft für Kinder- und Jugendhilfe mbH,Sachtlebenstr. 12,14165,52.4175831,13.2501759,06300525
6101290,Kenntnisreich Kita am Grunewald,+493062926860,35,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,Königin-Luise-Str. 97,14195,52.4603958,13.2768332,06400844
6101300,Spin-Kita 2,+493026541506,30,Reguläre Einrichtung,8260,SpIn-Kita gGmbH,Dessauerstr. 45,12249,52.4272783,13.3432740,06200315
6101310,El Mundo de los Niños e.V.,+493017631660712,74,Reguläre Einrichtung,7502,El mundo de los ninos e. V.,Lindenthaler Allee 30,14163,52.4328127,13.2301237,06400839
6101330,Kiddies Waldsänger,+493015560037017,70,Reguläre Einrichtung,8122,Natur Jägerhof gGmbH,Krottnaurerstr. 1,14129,52.4369726,13.2058176,06400737
6120020,Kita Jeverstraße,+493079789196,74,Reguläre Einrichtung,1249,Nachbarschaftsheim Schöneberg e.V.,Jeverstr. 10,12157,52.4614289,13.3345099,06100209
6120030,Kita Steinstr. 14/Kitas Süd-West,+4930290276600,65,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Steinstr. 14A,12169,52.4534213,13.3377011,06100208
6120070,Kita Mittelstr. 6/Kitas Süd-West,+4930290276550,200,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Mittelstr. 6,12167,52.4539367,13.3254206,06100207
6120090,Kita An der Bäke/Kitas Süd-West,+4930290276530,195,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Haydnstr. 17,12203,52.4482018,13.3197593,06300630
6120100,Kita Forststr. 40/Kitas Süd-West,+4930290276510,150,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Forststr. 40,12163,52.4639606,13.3142469,06100102
6120110,FRÖBEL Kindergarten Augustastrolche,+493084416490,160,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Augustastr. 36,12203,52.4428294,13.3138767,06300633
6120112,FRÖBEL Kindergarten Zwergenwiese,+493084417200,30,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Hindenburgdamm 30,12203,52.4410061,13.3166609,06300630
6120120,Kita der Ev. Kirchengem. Johannes,+49308333593,50,Reguläre Einrichtung,401,Ev. Kirchengemeinde Johannes,Baseler Str. 67,12205,52.4356569,13.2955568,06300634
6120130,Ev. Kindertagesstätte Südende,+49307957180,140,Reguläre Einrichtung,402,Ev. Kirchengemeinde Südende,Buhrowstr. 6,12167,52.4470162,13.3512742,06100205
6120140,Kita der Ev. Kirchengem. Dietrich-Bonhoeffer,+49307728053,40,Reguläre Einrichtung,435,Ev. Kirchengemeinde Dietrich-Bonhoeffer,Dessauerstr. 14,12249,52.4255631,13.3371522,06200314
6120150,Kita der Ev. Kirchengem. Lukas,+49307911148,50,Reguläre Einrichtung,298,Ev. Kirchengemeinde Lukas,Friedrichsruher Str. 1,12169,52.4590274,13.3331728,06100209
6120160,Kita der Ev. Kirchengem. Dreifaltigkeit,+49307746035,85,Reguläre Einrichtung,299,Ev. Kirchengemeinde Dreifaltigkeit,Gallwitzallee 2,12249,52.4356777,13.3453790,06200313
6120170,Kita d.Ev.Kirchengem.Paulus/Haus vorn rechts,+493084493247,85,Reguläre Einrichtung,436,Ev. Kirchengemeinde Paulus Lichterfelde,Hindenburgdamm 101,12203,52.4389021,13.3155199,06300633
6120180,Kita der Ev. Kirchengem. Patmos,+49307914678,105,Reguläre Einrichtung,237,Ev. Kirchengemeinde Patmos,Lepsiusstr. 25,12163,52.4633216,13.3217302,06100103
6120190,Kita der Ev. Kirchengem. Markus,+493079783420,130,Reguläre Einrichtung,296,Ev. Kirchengemeinde Markus,Liliencronstr. 15,12167,52.4491324,13.3410236,06100205
6120250,Kita Unter den Eichen 129a/Kitas Süd-West,+4930290276620,28,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Unter den Eichen 129A,12203,52.4517644,13.3120107,06300629
6120290,Kita Potsdamer Schlößchen,+493084314630,50,Reguläre Einrichtung,1247,Mittelhof e.V.,Potsdamer Str. 9,12205,52.4349872,13.3025645,06300634
6120300,Kita Réaumurstr. 3/Kitas Süd-West,+4930290276580,180,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Réaumurstr. 3,12207,52.4110471,13.3183695,06200419
6120320,Kita Lindenhof/Ev. Kirchengem. Petrus-Giesensdorf,+4930755193078,83,Reguläre Einrichtung,297,Ev. Kirchengemeinde Petrus-Giesensdorf,Ostpreußendamm 64,12207,52.4214635,13.3106051,06200420
6120330,Kita Petrusheim/Ev. Kirchengem. Petrus-Giesensdorf,+49307727234,90,Reguläre Einrichtung,297,Ev. Kirchengemeinde Petrus-Giesensdorf,Parallelstr. 29,12209,52.4236790,13.3224819,06200422
6120340,Kita der Evangelische Paulus-Kirchengemeinde,+49308345954,55,Reguläre Einrichtung,436,Ev. Kirchengemeinde Paulus Lichterfelde,Roonstr. 9,12203,52.4474288,13.3120102,06300633
6120350,Kita Oberlin der Ev. Kirchengem. Matthäus,+49308346002,90,Reguläre Einrichtung,295,Ev. Kirchengemeinde Matthäus,Schützenstr. 32,12165,52.4506220,13.3192992,06100207
6120360,Kita der Ev. Kirchengem. Paul-Schneider,+49307753919,102,Reguläre Einrichtung,400,Ev. Kirchengemeinde Paul-Schneider,Wedellstr. 76,12249,52.4305785,13.3583217,06200316
6120370,Kath. Kita St. Benedikt,+4930259365104,60,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Corneliusstr. 31,12247,52.4403034,13.3412449,06200312
6120380,Kath. Kita St. Annen,+4930259365103,60,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Gardeschützenweg 17,12203,52.4485848,13.3131271,06300633
6120390,Kath. Kita Von der Auferstehung Christi,+4930259365143,60,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Kamenzer Damm 66,12249,52.4343775,13.3627483,06200316
6120400,Kath. Kita Rosenkranz-Basilika,+49302593651380,70,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Kieler Str. 10,12163,52.4586614,13.3243258,06100102
6120450,Kita Wedellstraße/Kitas Süd-West,+4930901729630,159,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Wedellstr. 59,12249,52.4313266,13.3601989,06200316
6120460,Kita Ruthstr. 6/Kitas Süd-West,+4930290276590,145,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Ruthstr. 6,12247,52.4348273,13.3398074,06200314
6120470,Kita Villa Musica,+493076882799,58,Reguläre Einrichtung,1221,EJF gemeinnützige AG,Kaulbachstr. 50,12247,52.4389179,13.3393314,06200312
6120480,Kath. Kita St. Monika,+4930259365153,60,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Kiesstr. 45,12209,52.4233951,13.3373911,06200315
6120490,Kath. Kita St. Hildegard,+4930259365152,60,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Königsberger Str. 11,12207,52.4303953,13.3201866,06200421
6120500,Kath. Kita Johannes Evangelist,+49302593651181,50,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Sohnreystr. 4,12169,52.4507882,13.3501870,06100204
6120510,Kita Sausewind,+49308328997,33,Reguläre Einrichtung,107,Orte für Kinder GmbH,Adolf-Martens-Str. 5,12205,52.4437298,13.2919786,06300629
6120520,EKT - Ahörnchen,+493079709944,20,Reguläre Einrichtung,519,Eltern-Initiativ-Kindergruppe Ahörnchen e.V.,Zimmermannstr. 13,12163,52.4604228,13.3203361,06100102
6120540,EKT - Steglitzer Kinderkreisel,+49308334509,39,Reguläre Einrichtung,1000,Steglitzer Kinderkreisel e.V.,Drakestr. 30,12205,52.4420007,13.2981442,06300633
6120550,Kita Grunewaldstraße,+49307009625810,118,Reguläre Einrichtung,7936,Private Kant-Schulen gGmbH,Grunewaldstr. 17,12165,52.4594832,13.3140117,06100101
6120570,Kita Manteuffelstr. 11/Kitas Süd-West,+4930290276540,224,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Manteuffelstr. 11,12203,52.4456823,13.3117297,06300633
6120580,EKT - Fliegenpilz,+49307918051,16,Reguläre Einrichtung,567,Fliegenpilz e.V.,Markelstr. 24A,12163,52.4659316,13.3198172,06100103
6120600,EKT - Zwergstatt,+49307929758,15,Reguläre Einrichtung,1094,Zwergstatt e. V.,Gritznerstr. 67,12163,52.4610070,13.3138695,06100101
6120630,EKT - Rotkappe,+493060966644,15,Reguläre Einrichtung,931,Rotkappe e.V.,Horst-Kohl-Str. 12,12157,52.4615360,13.3437971,06100210
6120640,EKT Lankwitz,+49307725056,30,Reguläre Einrichtung,820,Elterninitiative Lankwitz e.V.,Ingridpfad 14,12249,52.4315390,13.3406282,06200314
6120650,EKT Langzeit,+49308333844,20,Reguläre Einrichtung,819,EKT Langzeit e.V.,Kommandantenstr. 86,12205,52.4346819,13.2932259,06300634
6120670,EKT - Steglitzer Eierpamper,+49307913621,18,Reguläre Einrichtung,999,Steglitzer Eierpamper e.V.,Markelstr. 23,12163,52.4656437,13.3206290,06100103
6120680,EKT - Lankwitzer Spielkiste,+49307741050,30,Reguläre Einrichtung,821,Lankwitzer Spielkiste e.V.,Melanchthonstr. 3,12247,52.4360302,13.3496233,06200313
6120690,EKT - Kasymir,+49307912827,25,Reguläre Einrichtung,729,KASYMIR e.V.,Menckenstr. 1,12169,52.4584827,13.3314639,06100208
6120710,EKT Pippifax,+49308346251,20,Reguläre Einrichtung,905,EKT Pippifax e.V.,Haydnstr. 7,12203,52.4475201,13.3169614,06300630
6120730,EKT - Blumenladen,+49308341404,25,Reguläre Einrichtung,546,"EKT ""Blumenladen"" e. V.",Moltkestr. 47,12203,52.4460757,13.3077990,06300633
6120760,Krikelkrakel e.V.,+49308592580,19,Reguläre Einrichtung,803,Krikel Krakel e.V.,Peschkestr. 8,12161,52.4648120,13.3315558,06100209
6120770,Christlicher Kindergarten Schatzinsel,+49307737114,40,Reguläre Einrichtung,615,Christlicher Kindergarten Schatzinsel e.V.,Schillerstr. 24,12207,52.4263421,13.3227882,06200421
6120790,EKT - Papalagi,+49307919540,27,Reguläre Einrichtung,890,PAPALAGI e. V.,Berlinickestr. 13,12165,52.4553082,13.3232845,06100102
6120800,EKT - Kulleberga,+49308555040,15,Reguläre Einrichtung,811,Kulleberga e.V.,Altmarkstr. 26,12169,52.4593866,13.3421571,06100210
6120810,EKT - Kinderladen Zweitausendfüßler,+49307954773,16,Reguläre Einrichtung,761,Kinderladen Zweitausendfüßler e.V.,Thorwaldsenstr. 29,12157,52.4616456,13.3442390,06100210
6120830,EKT - Pusteblume,+49307951574,25,Reguläre Einrichtung,568,Pusteblume e.V.,Sedanstr. 7,12167,52.4500209,13.3338102,06100206
6120840,EKT Stadtpark Steglitz,+493060274823,18,Reguläre Einrichtung,998,Elterninitiativ-Kindertagesstätte (EKT) Stadtpark Steglitz e.V.,Paul-Schneider-Str. 22,12247,52.4347738,13.3480564,06200313
6120850,Kita Dreikäse-Hoch (Wohneinheit links),+493076769834,50,Reguläre Einrichtung,1247,Mittelhof e.V.,Beethovenstr. 34,12247,52.4381164,13.3310050,06200312
6120860,Kita Diakoniewerk der Ev.-Freikirchl. Gem. - Baptisten,+49307921002,45,Reguläre Einrichtung,1212,Diakoniewerk d.Ev.-Freikirchl. Gem.-Baptisten- Bln-Stegl. KdöR e.V.,Rothenburgstr. 12A,12165,52.4561074,13.3154947,06100101
6120870,Kita Fregestraße,+493085986620,40,Reguläre Einrichtung,1249,Nachbarschaftsheim Schöneberg e.V.,Fregestr. 53,12161,52.4670337,13.3360193,06100209
6120890,Kita Schlosskobolde,+493084411043,71,Reguläre Einrichtung,1280,Stadtteilzentrum Steglitz - Verein für soziale Arbeit e.V.,Hindenburgdamm 28,12203,52.4389949,13.3164168,06300630
6120900,Kita Cooperative Mensch eG,+493022500360,140,Reguläre Einrichtung,1207,Cooperative Mensch eG,Prettauer Pfad 23,12207,52.4193151,13.2990416,06300631
6120920,EKT Ja Ja He und Co.,+49307932265,22,Reguläre Einrichtung,689,Ja Ja He und Co. e.V.,Breite Str. 38,12167,52.4536096,13.3277804,06100207
6120930,Kita Filandastr. 27/Kitas Süd-West,+4930290276190,50,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Filandastr. 27,12169,52.4555263,13.3320982,06100208
6120950,Kita Die Kobolde (Wohneinheit rechts),+49308341477,37,Reguläre Einrichtung,1247,Mittelhof e.V.,Beethovenstr. 34,12247,52.4381164,13.3310050,06200312
6120970,Kita Frobenstraße/Kitas Süd-West,+4930290276520,195,Reguläre Einrichtung,123,Kindertagesstätten Berlin Süd-West,Frobenstr. 75,12249,52.4299310,13.3443175,06200315
6120990,EKT - Ringelbande,+49307920895,18,Reguläre Einrichtung,924,Ringelbande e.V.,Schmidt-Ott-Str. 4,12165,52.4580862,13.3128345,06100101
6121000,Kita John F.Kennedy Friendship Center,+493080496270,117,Reguläre Einrichtung,688,John F. Kennedy Friendship Center e.V.,Am Fichtenberg 16,12165,52.4546084,13.3100004,06100101
6121090,Erste Freunde,+493070721475,45,Reguläre Einrichtung,435,Ev. Kirchengemeinde Dietrich-Bonhoeffer,Sondershauser Str. 50,12249,52.4208876,13.3428474,06200317
6121100,Kita der Johann-Sebastian-Bach Kirchengemeinde,+493028833413,45,Reguläre Einrichtung,479,Ev. Kirchengemeinde Johann-Sebastian-Bach,Luzerner Str. 10,12205,52.4242305,13.2974728,06300632
6121120,EKT - Rotz und Trotz,+493084316789,30,Reguläre Einrichtung,932,Rotz und Trotz e. V.,Sophienstr. 9,12203,52.4427933,13.3028030,06300633
6121130,Kita Happy Kids (1. Einrichtung),+493075650016,45,Reguläre Einrichtung,1132,Happy Kids GmbH gemeinnützige Gesellschaft,Gritznerstr. 33,12163,52.4633701,13.3158416,06100102
6121140,Kita Lilienthal,+493075654971,104,Reguläre Einrichtung,1247,Mittelhof e.V.,Schütte-Lanz-Str. 43,12209,52.4132694,13.3280381,06200423
6121200,Kita Lichterfelder Strolche,+493072024981,67,Reguläre Einrichtung,1280,Stadtteilzentrum Steglitz - Verein für soziale Arbeit e.V.,Scheelestr. 145,12209,52.4118265,13.3211997,06200423
6121240,EKT Die Maulwürfe,+49307726927,45,Reguläre Einrichtung,502,"""Die Maulwürfe"" Kinderladen e.V.",Lorenzstr. 57,12209,52.4260609,13.3320209,06200422
6121250,Humanistische Kita Lichterfelder Sonnengarten,+49307124930,135,Reguläre Einrichtung,1230,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Holtheimer Weg 6,12207,52.4109409,13.3075844,06200420
6121270,Kita Starke Kinder,+493076882711,166,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,Kaulbachstr. 59,12247,52.4379670,13.3398041,06200312
6121280,Kita am Fliegeberg,+49307117084,115,Reguläre Einrichtung,1247,Mittelhof e.V.,Scheelestr. 45,12209,52.4152083,13.3308630,06200423
6121340,Kita Zaubermäuse,+49307931462,40,Reguläre Einrichtung,7499,Infantarius Kindergärten gGmbH,Lepsiusstr. 53,12163,52.4613245,13.3181762,06100102
6121350,Kita Baseler Strasse,+493084728050,100,Reguläre Einrichtung,437,Diakonisches Werk Steglitz und Teltow-Zehlendorf e. V.,Baseler Str. 161,12205,52.4264927,13.2947910,06300632
6121360,Kita Berliner Sterne,+493051059280,35,Reguläre Einrichtung,8711,Berliner Sterne gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Dürerstr. 20,12203,52.4374447,13.3052742,06300633
6121380,Klax Krippe Spatzennest und Klax Kindergarten Tinkerbell,+49302803612790,136,Reguläre Einrichtung,1214,KLAX Berlin gGmbH,Hindenburgdamm 22,12203,52.4367154,13.3153326,06300630
6121390,Kita Mary Poppinz I,+493078082746,28,Reguläre Einrichtung,8218,Mary Poppinz gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Beethovenstr. 38,12247,52.4383694,13.3308366,06200312
6121400,Kita Happy Kids,+493079302664,26,Reguläre Einrichtung,1132,Happy Kids GmbH gemeinnützige Gesellschaft,Forststr. 10,12163,52.4636069,13.3163051,06100102
6121440,Kita Zaubersterne,+493076882322,41,Reguläre Einrichtung,7499,Infantarius Kindergärten gGmbH,Gallwitzallee 35,12249,52.4330076,13.3465514,06200313
6121450,Kita Spatzenhaus,+493058799990,25,Reguläre Einrichtung,7891,FdM gemeinnützige UG (haftungsbeschränkt) Förderung der Mehrsprachigkeit,Birkbuschstr. 14,12167,52.4506609,13.3219085,06100207
6121510,Kita Milchbartpiraten,+493081001834,125,Reguläre Einrichtung,7909,J. KERSTEN Betriebs-gGmbH,Ursulastr. 12,12249,52.4324597,13.3431238,06200314
6121520,Montessori Kinderhaus Steglitz,+4930233264030,30,Reguläre Einrichtung,8066,Montessori und Friends Education gGmbH,Plantagenstr. 1,12169,52.4544176,13.3294129,06100208
6121540,Kita Mary Poppinz II,+493070086047,41,Reguläre Einrichtung,8218,Mary Poppinz gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Finckensteinallee 42A,12205,52.4327564,13.3028121,06300634
6121550,Kita -Happy Kids,+493079016839,27,Reguläre Einrichtung,1132,Happy Kids GmbH gemeinnützige Gesellschaft,Gritznerstr. 1,12163,52.4668229,13.3190766,06100103
6121560,Kita - Bibbi Bär,+493022150784,28,Reguläre Einrichtung,8312,Die Kuschelburg gemeinnützige UG (haftungsbeschränkt),Immenweg 13,12169,52.4515172,13.3447058,06100204
6121590,Kita Blumenstadt,+493092259310,114,Reguläre Einrichtung,8368,MITRA bilinguale Kindergärten gemeinnützige GmbH,Selerweg 19,12169,52.4548795,13.3334104,06100208
6121600,Happy Kids Kreuznacher Straße,+493079742847,20,Reguläre Einrichtung,1132,Happy Kids GmbH gemeinnützige Gesellschaft,Kreuznacher Str. 9,14197,52.4668885,13.3193303,06100103
6121610,Kita Sonnenstrahl,+493084119080,60,Reguläre Einrichtung,1247,Mittelhof e.V.,Murtener Str. 10,12205,52.4313080,13.2894670,06300632
6121630,Kita Beselerstraße,+493076804767,30,Reguläre Einrichtung,1398,Verein zur Förderung der Mehrsprachigkeit e.V.,Beselerstr. 1,12249,52.4293830,13.3518191,06200315
6121640,Kita Unter den Eichen,+493060940800,22,Reguläre Einrichtung,7884,Biegel e. V.,Unter den Eichen 93,12205,52.4444109,13.2912621,06300629
6121650,Kita Schützenstraße,+493079789170,30,Reguläre Einrichtung,7891,FdM gemeinnützige UG (haftungsbeschränkt) Förderung der Mehrsprachigkeit,Schützenstr. 41A,12165,52.4528713,13.3223748,06100207
6121660,Kita Nannys Place,+493084723053,66,Reguläre Einrichtung,7910,Verein zur Betreuung und Förderung von Kindern in der Tageseinrichtung Nannys Place e. V.,Drakestr. 1,12205,52.4319793,13.3093174,06300633
6121680,Intensiv-Frühfördergruppe für Kinder mit Autismus,+4930797428410,8,Heilpädagogische Gruppe,674,Autismus Leben Berlin ALB gGmbH,Arno-Holz-Str. 10,12165,52.4583824,13.3085797,06100101
6121690,Kita Loftschloss,+493054483274,36,Reguläre Einrichtung,8125,Loftschloss gGmbH,Goerzallee 190,14167,52.4182508,13.2871107,06300632
6121700,Kita Giesensdorfer Straße 11 - Lilli,+493095618790,120,Reguläre Einrichtung,7849,Rubin e. V.,Giesensdorfer Str. 11,12207,52.4275774,13.3131145,06200421
6121710,el caracol - bilingualer Kindergarten,+49308731502,60,Reguläre Einrichtung,649,el caracol bilingualer Kindergarten Spanisch / Deutsch gGmbH,Drakestr. 9B,12205,52.4350309,13.3058611,06300633
6121730,Kita Maltinis,+493098327770,90,Reguläre Einrichtung,1280,Stadtteilzentrum Steglitz - Verein für soziale Arbeit e.V.,Malteserstr. 120,12249,52.4222880,13.3582798,06200317
6121740,Kita JuLi Kinder,+493098335923,28,Reguläre Einrichtung,8246,JuLi Kinder UG (haftungsbeschränkt),Halskestr. 9,12167,52.4485672,13.3450975,06100205
